LBRRY_CD,LBRRY_NM,LBRRY_ADDR,LBRRY_LA,LBRRY_LO,ONE_AREA_NM,TWO_AREA_NM,LBRRY_NO,API_LBRRY_NO,TEL_NO,FAX_NO,HMPG_VALUE,OPNNG_TIME,CLOSEDON_DC,LBRRY_TY_CD,LBRRY_TY_NM,FOND_MBY_VALUE,OPNNG_YEAR,ZIP_NO,X_CRDNT_VALUE,Y_CRDNT_VALUE,MUMM_LON_YEAR,BSNS_PARTCPTN_YEAR,MASTR_LBRRY_CD,LBRRY_NCM_NM,ETC_LBRRY_CD,AREA_CD,ETC_LBRRY_ADDR,ETC_LBRRY_NM,TWO_ETC_LBRRY_NM,REPRSNT_AT,ONE_AREA_CD,TWO_AREA_CD,WETHR_AREA_CD
29304,마전도서관,인천광역시 서구 원당대로 563,37.5909462,126.6512451,인천광역시,서구,128107,128107,032-590-2800,032-440-8870,http://www.michuhollib.go.kr/,[일반자료실 09:00~20:00(평일) / 09:00~18:00(주말)] [어린이 자료실 09:00~18:00(평일) / 09:00~17:00(주말)],매주 금요일 / 법정공휴일,1,공공,지자체,,22637,925068.86752398,1954954.78998131,,2020,29300,마전,MF,2,,,,N,인천광역시,서구,인천
29305,송도국제기구도서관,"인천광역시 연수구 아트센터대로 175, 2층",37.3961117,126.6343272,인천광역시,연수구,328015,328015,032-851-6650,032-440-8870,http://www.michuhollib.go.kr/,평일 09:00~18:00,"매주 토요일, 일요일 / 법정공휴일",1,공공,지자체,,22004,923376.46181530,1933352.34647996,,2020,29300,송도국제기구,MB,2,,,,N,인천광역시,연수구,인천
29600,충청남도천안교육지원청 성환도서관,충청남도 천안시 서북구 성환읍 신선동길 25,36.9132001,127.1306784,충청남도,천안시 서북구,144021,144021,041-581-9962,041-582-4955,https://shlib.cne.go.kr,"월~금 : 아동자료실 09:00 ~ 18:00, 종합자료실 09:00 ~ 20:00, 열람실 09:00 ~ 18:00 / 토요일 : 09:00 ~ 18:00",매주 일요일 / 법정공휴일,1,공공,교육청,,31017,967101.83726608,1879492.11202039,,2020,29600,성환,ME,3,,,,Y,충청남도,천안시 동남구,천안
29601,충청남도공주교육지원청 공주도서관,충청남도 공주시 영명학당2길 24-5,36.4516876,127.1263431,충청남도,공주시,144001,144001,041-855-7121,041-855-7122,https://gjlib.cne.go.kr,09:00-18:00,매주 일요일 / 법정공휴일,1,공공,교육청,,32563,966516.21070874,1828298.95931263,,2020,29600,공주,MF,3,,,,N,충청남도,공주시,공주
29602,충청남도공주교육지원청 유구도서관,충청남도 공주시 유구읍 중앙1길 49-17,36.548806,126.950039,충청남도,공주시,144002,144002,041-841-1196,041-841-4945,https://yglib.cne.go.kr,9:00~18:00,매주 일요일 / 법정공휴일,1,공공,교육청,,32506,950778.80321027,1839147.51929176,,2020,29600,유구,MG,3,,,,N,충청남도,공주시,공주
29603,충청남도보령교육지원청 보령도서관,충청남도 보령시 보령남로 27,36.3426797,126.6004841,충청남도,보령시,144006,144006,041-934-0929,041-931-0929,https://brlib.cne.go.kr,"종합자료실 월~금: 09:00~19:00, 토 09:00~17:00 / 열람실 월~금:09:00~21:00, 토 09:00~18:00",매주 일요일 / 법정공휴일,1,공공,교육청,,33475,919279.96354208,1816518.23171621,,2020,29600,보령,MH,3,,,,N,충청남도,보령시,보령
29604,충청남도보령교육지원청 웅천도서관,충청남도 보령시 웅천읍 방축길 90-39,36.2322323,126.6058401,충청남도,보령시,144007,144007,041-934-1789,041-933-0788,https://uclib.cne.go.kr,"자료실 월~금 : 09:00~19:00, 토 09:00 ~17:00 / 열람실 월~금 : 09:00~21:00, 토 09:00 ~18:00",매주 일요일 / 법정공휴일,1,공공,교육청,,33522,919647.44299468,1804262.50155623,,2020,29600,웅천,MJ,3,,,,N,충청남도,보령시,보령
29605,충청남도아산교육지원청 아산도서관,충청남도 아산시 문화로 53,36.7896256,126.9920146,충청남도,아산시,144013,144013,041-541-1020,041-533-1020,https://aslib.cne.go.kr,자료실 : 09:00~18:00 / 열람실 : 09:00 ~ 21:00,매주 일요일 / 법정공휴일,1,공공,교육청,,31503,954677.07131303,1865840.57948499,,2020,29600,아산,MK,3,,,,N,충청남도,아산시,아산
29606,충청남도서산교육지원청 해미도서관,충청남도 서산시 해미면 서문4길 12,36.715799,126.5433098,충청남도,서산시,144020,144020,041-688-0351,041-688-2813,https://hmlib.cne.go.kr,월~금요일 09:00~20:00 / 토요일 09:00~17:00,매주 일요일 / 법정공휴일,1,공공,교육청,,31960,914560.56702803,1857957.24089857,,2020,29600,해미,ML,3,,,,N,충청남도,서산시,서산
29607,충청남도당진교육지원청 당진도서관,충청남도 당진시 서부로 266,36.8953463,126.6240333,충청남도,당진시,144005,144005,041-352-5918,041-355-7591,https://djlib.cne.go.kr,월~금 09:00~18:00 / 토 09:00~17:00,매주 일요일 / 법정공휴일,1,공공,교육청,,31784,921952.38365062,1877806.07944699,,2020,29600,당진,MM,3,,,,N,충청남도,당진시,서산
29608,충청남도금산교육지원청 금산도서관,충청남도 금산군 금산읍 금산천길 28,36.1020211,127.4843123,충청남도,금산군,144003,144003,041-753-4710,041-753-9864,https://kslib.cne.go.kr,9:00~18:00,법정공휴일(일요일 포함),1,공공,교육청,,32746,998587.92823873,1789449.27911202,,2020,29600,금산,MN,3,,,,N,충청남도,금산군,금산
29609,충청남도부여교육지원청 부여도서관,충청남도 부여군 부여읍 성왕로 259,36.2838507,126.9158564,충청남도,부여군,144008,144008,041-835-2509,041-834-7443,https://bylib.cne.go.kr,9:00~21:00,법정공휴일(일요일 포함),1,공공,교육청,,33134,947541.56472290,1809775.63091014,,2020,29600,부여,MP,3,,,,N,충청남도,부여군,부여
29610,충청남도서천교육지원청 서천도서관,충청남도 서천군 서천읍 서천로14번길 10,36.0761039,126.6986633,충청남도,서천군,144010,144010,041-953-1518,041-951-7493,https://sclib.cne.go.kr,"자료실: (월~금) 09:00~19:00, (토) 09:00~18:00 / 열람실: (월~토) 09:00~21:00",매주 일요일 / 법정공휴일,1,공공,교육청,,33645,927846.15632326,1786871.65842063,,2020,29600,서천,MQ,3,,,,N,충청남도,서천군,서천
29611,충청남도청양교육지원청 청양도서관,충청남도 청양군 청양읍 칠갑산로1길 15,36.4527618,126.8003983,충청남도,청양군,144017,144017,041-943-4147,041-943-6396,https://cylib.cne.go.kr,"월~금 09:00~21:00 , 토요일 09:00~17:00 (자료실 월~금 09:00~19:00, 토요일 09:00~17:00)",매주 일요일,1,공공,교육청,,33329,937308.48711906,1828580.65869703,,2020,29600,청양,MR,3,,,,N,충청남도,청양군,청양
29612,충청남도홍성교육지원청 홍성도서관,충청남도 홍성군 홍성읍 충절로 1050,36.5995606,126.6671776,충청남도,홍성군,144019,144019,041-632-2860,041-634-9915,https://hslib.cne.go.kr,평일 09:00~21:00 / 토요일 09:00~18:00,매주 일요일 / 법정공휴일,1,공공,교육청,,32231,925511.20134888,1844959.59557327,,2020,29600,홍성,MS,3,,,,N,충청남도,홍성군,홍성
29613,충청남도태안교육지원청 태안도서관,충청남도 태안군 태안읍 원이로 20,36.7595928,126.2904382,충청남도,태안군,144018,144018,041-674-1369,041-672-6771,https://talib.cne.go.kr,월~금 09:00 ~ 20:00 / 일요일 09:00~17:00,매주 토요일 / 법정공휴일,1,공공,교육청,,32142,892037.77578166,1863070.79711363,,2020,29600,태안,MU,3,,,,N,충청남도,태안군,태안
29614,충청남도예산교육지원청 예산도서관,충청남도 예산군 예산읍 예중길 42,36.6785315,126.8329581,충청남도,예산군,144012,144012,041-335-2638,041-334-5272,https://yslib.cne.go.kr/,평일 09:00~20:00 / 토요일 09:00~18:00,"매주 일요일 / 국경일, 기타 관장이 필요하다고 인정하는 날",1,공공,교육청,1975,32441,940399.925852636,1853604.01361516,1975,2017,29600,예산,MT,3,,,,N,충청남도,예산군,서산
29615,충청남도교육청 학생교육문화원,충청남도 천안시 동남구 옛농고1길 41,36.8094135,127.1568306,충청남도,천안시 동남구,144015,144015,041-904-6824,041-904-6830,https://chsl.cne.go.kr/,"평일 09:00~20:00, 토 09:00~18:00 (코로나 19로 운영시간 변동)",매주 일요일 / 법정공휴일,1,공공,교육청,1994,31127,969390.045510949,1867970.23849111,1994,2017,29600,학생교육,MA,3,,,,N,충청남도,천안시 동남구,천안
29616,충청남도교육청 평생교육원,충청남도 천안시 동남구 목천읍 충절로 843,36.7712376,127.205155,충청남도,천안시 동남구,144040,144040,041-629-2013,041-557-3210,https://cle.cne.go.kr/,"평일 09:00~21:00, 토 09:00~18:00","매주 일요일 / 법정공휴일, 원장이 필요하다고 인정한 경우",1,공공,교육청,2005,31233,973687.435824603,1863721.01608276,2005,2018,29600,평생교육,MB,3,,,,N,충청남도,천안시 동남구,천안
29617,충청남도교육청 남부평생교육원,충청남도 논산시 부창로 71,36.1965685,127.0861139,충청남도,논산시,144004,144004,041-730-7733,041-730-7739,http://cnbl.cne.go.kr/,월~토 09:00~18:00 (코로나 19로 운영시간 변동),매주 일요일 / 법정공휴일,1,공공,교육청,1972,32954,962790.122988118,1800015.48504511,1972,2017,29600,충남남부,MC,3,,,,N,충청남도,논산시,대전
28700,구리시 인창도서관,경기도 구리시 건원대로34번길 90,37.6050723,127.1456099,경기도,구리시,141070,141070,031-550-2936,031-550-2939,http://www.gurilib.go.kr/,"자료실 : 평일 09:00~22:00, 주말 09:00~17:00 / 열람실 : 평일 08:00~23:00, 주말 08:00~22:00","매월 둘째주, 넷째주 월요일 / 신정, 설·추석 당일 전체 휴관 / 법정공휴일 자료실 휴관(열람실 09:00~18:00 운영)",1,공공,지자체,,11922,968467.76827811,1956183.9120559,,2020,28700,인창,MA,7,,,,Y,경기도,구리시,구리
28701,구리시 토평도서관,경기도 구리시 장자대로 140,37.5860642,127.1457728,경기도,구리시,141225,141225,031-550-8325,031-550-8326,http://www.gurilib.go.kr/,"자료실 : 평일 09:00~22:00, 주말 09:00~17:00 / 열람실 : 평일 08:00~23:00, 주말 08:00~22:00","매월 첫째주, 셋째주 월요일 / 신정, 설·추석 당일 전체 휴관 / 법정공휴일 자료실 휴관(열람실 09:00~18:00 운영)",1,공공,지자체,,11961,968474.12711307,1954075.2408891,,2020,28700,토평,TP,7,,,,N,경기도,구리시,구리
28702,구리시 교문도서관,경기도 구리시 안골로30번길 45,37.5951497,127.13455,경기도,구리시,141020,141020,031-550-2593,031-550-2595,http://www.gurilib.go.kr/,"자료실 : 평일 09:00~22:00, 주말 09:00~17:00 / 열람실 : 평일 08:00~23:00, 주말 08:00~22:00","매월 첫째주, 셋째주 금요일 / 신정, 설·추석 당일",1,공공,지자체,,11934,967487.34100428,1955086.9435250,,2020,28700,교문,BR,7,,,,N,경기도,구리시,구리
29618,충청남도교육청 서부평생교육원,충청남도 서산시 동서1로 41-4,36.770175,126.4645875,충청남도,서산시,144009,144009,041-661-8310,041-668-5243,https://csbl.cne.go.kr/,"아동자료실 09:00~18:00, 종합자료실 09:00~20:00, 열람실 09:00~21:00 (코로나19로 운영시간 변동)",매주 일요일,1,공공,교육청,2004,32003,907595.096918401,1864062.44723093,2004,2016,29600,충남서부,MD,3,충청남도 서산시 석림동 457-15,,,N,충청남도,서산시,서산
2637,양산시립 상북어린이도서관,경상남도 양산시 상북면 반회서7길 14-16,35.4157099,129.059162,경상남도,양산시,148304,148304,055-392-5936,055-392-5919,https://lib.yangsan.go.kr,화~일 09:00~18:00,매주 월요일 / 법정공휴일,1,공공,지자체,,50557,1141558.59264679,1714446.61589937,,2021,2600,상북,MD,12,,,,N,경상남도,양산시,울산
2638,양산시립 서창도서관,경상남도 양산시 삼호로 105,35.4106438,129.1722774,경상남도,양산시,148314,148314,055-392-5880,055-392-5899,https://lib.yangsan.go.kr/ME/main.do,"월~목 09:00~22:00, 토~일 09:00~18:00",매주 금요일 / 법정공휴일,1,공공,지자체,,50525,1151838.9444508,1714052.57621366,,2021,2600,서창,ME,12,,,,N,경상남도,양산시,울산
2644,순지작은도서관,경상남도 양산시 하북면 신평중앙길 24,35.492362,129.084722,경상남도,양산시,748077,748077,055-392-7941,-,https://lib.yangsan.go.kr,"평일 09:00~18:00, 주말 09:00~18:00",매주 화요일 / 법정공휴일,2,작은,공립,,50502,1143742.97867897,1722985.66233204,,2022,2600,순지(작),FS,12,,,,N,경상남도,양산시,울산
29900,대구광역시립중앙도서관,대구광역시 중구 공평로10길 25,35.868515,128.60165,대구광역시,중구,122004,122004,053-231-2000,053-256-9972,http://www.tglnet.or.kr/,07:00-22:00,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1919,41939,1099455.58883871,1764110.25613254,1919,2015,29900,중앙,AD,5,대구광역시 중구 동인동2가 42,대구광역시립중앙도서관,대구시립중앙도서관,Y,대구광역시,중구,대구
29901,대구광역시립서부도서관,대구광역시 서구 국채보상로49길 12,35.8722558,128.5576101,대구광역시,서구,122008,122008,053-231-2400,053-561-1331,http://library.daegu.go.kr/seobu/index.do,자료실 평일 : 09:00 ~ 19:00(어린이열람실 09:00 ~ 18:00)  토·일 : 09:00 ~ 17:00       열람실 : 07:00 ~ 22:00,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1992,41777,1095475.087483668699861,1764481.27575848,1992,2015,29900,서부,AF,5,대구광역시 서구 평리동 1230-1,대구광역시립서부도서관,대구시립서부도서관,N,대구광역시,서구,대구
29902,대구광역시립두류도서관,대구광역시 달서구 공원순환로 8,35.852632,128.5604,대구광역시,달서구,122002,122002,053-231-2700,053-656-4061,http://library.daegu.go.kr/duryu/index.do,"(평일) 자료실  09:00-19:00 , 어린이실 09:00-18:00  (주말) 자료실  09:00-17:00 , 어린이실 09:00-17:00 (평일,주말) 열람실 07:00-22:00","매월 첫째주, 셋째주 월요일 / 공휴일, 기타 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1981,42672,1095750.55577695,1762307.36972352,1981,2016,29900,두류,AB,5,대구광역시 달서구 두류3동 산152,,,N,대구광역시,달서구,대구
29903,대구광역시립달성도서관,대구광역시 달성군 현풍면 현풍동로19길 26,35.6985758,128.4475554,대구광역시,달성군,122011,122011,053-231-2150,053-615-7975,https://library.daegu.go.kr/dalseong,"(평일) 일반자료실 09:00-19:00, 어린이자료실 09:00-18:00 (주말) 일반자료실 09:00-17:00, 어린이자료실 09:00-17:00","매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1991,42998,1085725.97507644,1745115.58905366,1991,2016,29900,달성,AJ,5,대구광역시 달성군 현풍면 부리 350-4,,,N,대구광역시,달성군,대구
29904,대구2.28기념학생도서관,대구광역시 동구 아양로 41길 56,35.890772,128.633712,대구광역시,동구,122001,122001,053-231-2841,053-421-3463,http://library.daegu.go.kr/228,09:00~19:00,"매월 두번째, 네번째 월요일 / 관공서의 공휴일, 특별한 사유 발생으로 도서관장이 지정한 날",1,공공,교육청,1971,41954,1102321.59071849,1766612.07515607,1971,2015,29900,2.28학생,AA,5,대구광역시 중구 대봉1동 111,대구광역시립대봉도서관,대구시립대봉도서관,N,대구광역시,동구,대구
29905,대구광역시립남부도서관,대구광역시 남구 앞산순환로 512,35.8321174,128.5807653,대구광역시,남구,122009,122009,053-231-2300,053-653-6097,http://library.daegu.go.kr/nambu/index.do,07:00-22:00,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1995,42501,1097614.6782836,1760052.06038732,1995,2016,29900,남부,AG,5,대구광역시 남구 대명동 산192-4,,,N,대구광역시,남구,대구
29906,대구광역시립동부도서관,대구광역시 동구 신암북로 11길 54,35.8901654,128.6216004,대구광역시,동구,122010,122010,053-231-2200,053-231-2280,https://library.daegu.go.kr/dongbu,07:00-22:00,"매월 첫째주, 셋째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1995,41192,1101229.20316022,1766532.17698042,1995,2016,29900,동부,AH,5,대구광역시 동구 신암4동 664-19,,,N,대구광역시,동구,대구
29908,대구광역시립수성도서관,대구광역시 수성구 만촌로 151,35.8720796,128.6391377,대구광역시,수성구,122007,122007,053-231-2500,053-231-2519,https://library.daegu.go.kr/suseong,07:00~22:00,"매월 둘째주, 넷째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1989,42037,1102835.46364232,1764544.42137007,1989,2016,29900,수성,AE,5,대구광역시 수성구 만촌1동 1417,,,N,대구광역시,수성구,대구
29909,달서구립성서도서관,대구광역시 달서구 선원남로 129,35.8574567,128.5144441,대구광역시,달서구,127005,127005,053-667-4900,053-667-4909,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~20:00(어린이실 09:00~18:00), 주말 09:00~17:00","매주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,2008,42615,1091595.20162308,1762798.49964491,2008,2016,29900,성서,BU,5,대구광역시 달서구 이곡동 1306-8,,,N,대구광역시,달서구,대구
29910,달서구립가족문화도서관,대구광역시 달서구 조암남로 137,35.8194184,128.5228843,대구광역시,달서구,127093,127093,053-667-4970,053-667-4909,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~20:00(유아실·어린이실 09:00~18:00), 주말 09:00~17:00","매주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,,42760,1092401.40759480,1758587.33423624,,2020,29900,가족문화,BY,5,,,,N,대구광역시,달서구,대구
29911,달서구립달서영어도서관,대구광역시 달서구 중흥로6길 10,35.8312519,128.5552707,대구광역시,달서구,127099,127099,053-667-4950,053-667-4949,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~20:00, 주말 09:00~17:00","매주 금요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,,42818,1095312.95857200,1759930.92984279,,2020,29900,영어,BZ,5,,,,N,대구광역시,달서구,대구
29912,달서구립본리도서관,대구광역시 달서구 당산로 37-25,35.8405793,128.5418185,대구광역시,달서구,127012,127012,053-667-4930,053-667-4939,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~20:00, 토·일요일 09:00~17:00","매주 금요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,2011,42676,1094086.88661895,1760952.48232918,2011,2016,29900,본리,BX,5,대구광역시 달서구 본리동 88-6,,,N,대구광역시,달서구,대구
29917,달서구립도원도서관,대구광역시 달서구 한실로 113,35.8068385,128.5389385,대구광역시,달서구,127001,127001,053-667-4840,053-667-4849,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~20:00, 주말 09:00~17:00","매주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,2006,42833,1093866.50712204,1757207.28330068,2006,2016,29900,도원,BW,5,대구광역시 달서구 도원동 1438-3,,,N,대구광역시,달서구,대구
29918,대구 동구 안심도서관,대구광역시 동구 금호강변로 360,35.864646,128.7025332,대구광역시,동구,127049,127049,053-980-2600,053-961-2345,https://library.daegu.go.kr/donggu/,"화~금요일 09:00~22:00 / 토,일요일 09:00 ~ 17:00",매주 월요일 / 일요일을 제외한 관공서 공휴일,1,공공,지자체,2012,41103,1108568.881525238277391,1763788.42967519,2012,2015,29900,안심,CA,5,대구광역시 동구 율하동 1627,대구 동구 안심도서관,안심도서관,N,대구광역시,동구,대구
29922,달서구립어린이도서관,대구광역시 달서구 송현로 45,35.8224119,128.5470738,대구광역시,달서구,127002,127002,053-667-4860,053-667-4879,https://library.daegu.go.kr/dalseolib/index.do,"평일 09:00~18:00, 주말 09:00~17:00","매주 금요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,지자체,2006,42802,1094583.07089213,1758942.46851473,2006,2016,29900,어린이,BV,5,대구광역시 달서구 상인동 806-1,,,N,대구광역시,달서구,대구
29923,대구 동구 신천도서관,대구광역시 동구 동부로6길 65,35.8714979,128.617743,대구광역시,동구,127087,127087,053-980-2600,053-662-4015,https://library.daegu.go.kr/donggu/,"평일) 어린이자료실 : 09:00 ~ 18:00, 종합자료실 : 09:00 ~ 20:00 토·일) 어린이자료실, 종합자료실 : 09:00 ~ 17:00",매주 월요일 / 일요일을 제외한 관공서 공휴일,1,공공,지자체,2016,41269,1100904.7201848,1764457.60603847,2016,2016,29900,신천,CB,5,대구광역시 동구 신천동 685-8,대구 동구 신천도서관,신천도서관,N,대구광역시,동구,대구
29926,수성구립사월역작은도서관,대구광역시 수성구 달구벌대로 3290,35.8368604,128.716004,대구광역시,수성구,127021,127021,053-792-8582,-,http://library.suseong.kr/gosan/library/05.htm,-,매주 일요일 / 법정공휴일,2,작은,공립,2011,42278,1109823.44425704,1760721.4988568,2011,2015,29900,사월역(작),FG,5,대구광역시 수성구 사월동 406-2 사월역 지하1층,수성구립 사월역작은도서관,사월역작은도서관,N,대구광역시,수성구,대구
29927,반야월 작은도서관,대구광역시 동구 신서동 823-25,35.8723533,128.724836,대구광역시,동구,127031,127031,053-662-4110,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2011,41075,1110571.84232846,1764668.31915983,2011,2016,29900,반야월(작),FM,5,대구광역시 동구 신서동 823-25,반야월 작은도서관,반야월역사 작은도서관,N,대구광역시,동구,대구
29928,효목2동 작은도서관,대구광역시 동구 화랑로25길 45,35.8781289,128.641231,대구광역시,동구,127048,127048,053-662-3794,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2012,41232,1103016.61073944,1765217.60921183,2012,2016,29900,효목2동(작),FP,5,대구광역시 동구 효목동 585-1,효목2동작은도서관,효목2동 작은도서관,N,대구광역시,동구,대구
29932,화원읍 작은도서관,대구광역시 달성군 화원읍 비슬로 2594,35.803917,128.500726,대구광역시,달성군,727009,727009,053-668-5458,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001921,-,-,2,작은,공립,2010,42962,1090417.26368583,1756847.28355269,2010,2015,29900,화원(작),GA,5,대구광역시 달성군 화원읍 천내리 426-1,화원읍 작은 도서관,화원작은도서관,N,대구광역시,달성군,대구
29933,논공읍 작은도서관,대구광역시 달성군 논공읍 논공로 697-9,35.730443,128.451975,대구광역시,달성군,727010,727010,053-615-9191,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001922,-,-,2,작은,공립,2013,42981,1086091.54648365,1748653.98388796,2013,2015,29900,논공(작),GB,5,대구광역시 달성군 논공읍 북리 1-104 2층,논공읍 작은 도서관,논공작은도서관,N,대구광역시,달성군,대구
29934,하빈면 작은도서관,대구광역시 달성군 하빈면 하빈로84길 23,35.8995147,128.445877,대구광역시,달성군,727014,727014,053-582-5610,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001925,-,-,2,작은,공립,2014,42902,1085358.88458498,1767401.40613722,2014,2015,29900,하빈(작),GE,5,대구광역시 달성군 하빈면 현내리 943-2,하빈면 작은도서관,하빈작은도서관,N,대구광역시,달성군,대구
29937,유가읍 작은도서관,대구광역시 달성군 유가읍 테크노상업로 95,35.6938869,128.459815,대구광역시,달성군,727023,727023,053-614-8048,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001927,-,-,2,작은,공립,2014,43015,1086840.22640302,1744606.29834552,2014,2015,29900,유가(작),GF,5,대구광역시 달성군 유가면 봉리 599-2,유가면 작은도서관,유가작은도서관,N,대구광역시,달성군,대구
29941,불로어울림 작은도서관,대구광역시 동구 팔공로24길 5,35.9096197,128.641853,대구광역시,동구,727065,727065,070-4214-0007,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2014,41036,1103031.94222168,1768711.21181193,2014,2016,29900,불로(작),GU,5,대구광역시 동구 불로동 1189,,불로어울림 작은도서관,N,대구광역시,동구,대구
29946,신암3동 작은도서관,대구광역시 동구 아양로8길 10-1,35.881058,128.618882,대구광역시,동구,727062,727062,070-7755-5631,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2013,41207,1100995.41103625,1765519.17905267,2013,2016,29900,신암3동(작),GS,5,대구광역시 동구 신암동 169-11,,신암3동 작은도서관,N,대구광역시,동구,대구
29947,효목1동 작은도서관,대구광역시 동구 화랑로41길 46,35.881649,128.644913,대구광역시,동구,727064,727064,053-662-3775,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2013,41176,1103344.4180334,1765611.94331927,2013,2016,29900,효목1동(작),GT,5,대구광역시 동구 효목동 174-9,,효목1동 작은도서관,N,대구광역시,동구,대구
29949,대구광역시립북부도서관,대구광역시 북구 옥산로 75,35.885182,128.5839,대구광역시,북구,122003,122003,053-231-2600,053-355-1505,http://library.daegu.go.kr/bukbu/index.do,07:00~22:00,"매월 첫째주, 셋째주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",1,공공,교육청,1983,41590,1097832.58201351,1765941.02616181,1983,2015,29900,북부,AC,5,대구광역시 북구 침산3동 447-10,대구광역시립북부도서관,대구시립북부도서관,N,대구광역시,북구,대구
29950,신천3동 작은도서관,대구광역시 동구 장등로 90-1,35.8755145,128.623516,대구광역시,동구,127029,127029,053-662-3734,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2011,41256,1101420.78121358,1764909.09726414,2011,2016,29900,신천3동(작),FK,5,대구광역시 동구 신천동 80-1,신천3동 작은도서관,신천3동 작은도서관,N,대구광역시,동구,대구
29954,가창면 참꽃 작은도서관,대구광역시 달성군 가창면 가창로220길 8,35.8023213,128.623414,대구광역시,달성군,127065,127065,053-760-7731,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001924,-,-,2,작은,공립,2013,42934,1101504.78713867,1756790.51894879,2013,2015,29900,가창(작),FR,5,대구광역시 달성군 가창면 용계리 84,달성군청소년문화의집 참꽃 도서관,가창작은도서관,N,대구광역시,달성군,대구
29956,다사읍 서재 작은도서관,대구광역시 달성군 다사읍 서재본길 25,35.8719858,128.49424,대구광역시,달성군,727012,727012,053-588-6261,-,http://dalseong.daegu.kr/culture//index.do?menu_id=00001923,-,-,2,작은,공립,2013,42929,1089754.5087712,1764391.29561351,2013,2015,29900,다사서재(작),GD,5,대구광역시 달성군 다사읍 서재리 533,달성군 서재 작은 도서관,서재작은도서관,N,대구광역시,달성군,대구
29958,신암2동 작은도서관,대구광역시 동구 신성로 56,35.87994,128.61265,대구광역시,동구,727061,727061,053-662-3633,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2009,41201,1100434.27138431,1765388.75000333,2009,2016,29900,신암2동(작),GR,5,대구광역시 동구 신암동 480-13,,신암2동 작은도서관,N,대구광역시,동구,대구
29964,도평동 작은도서관,대구광역시 동구 팔공로24길 171,35.91006,128.65001,대구광역시,동구,127030,127030,053-662-3810,-,http://www.donggu-lib.kr/,-,"매주 토요일, 일요일 / 관공서 공휴일",2,작은,공립,2011,41031,1103767.42252093,1768768.68521286,2011,2016,29900,도평(작),FL,5,대구광역시 동구 도동 978-385 3층,도평동 작은도서관,도평동 작은도서관,N,대구광역시,동구,대구
29967,옥포읍 작은도서관,대구광역시 달성군 옥포읍 비슬로 2215,35.7897667,128.463909,대구광역시,달성군,727026,727026,053-614-8314,-,http://dalseong.daegu.kr/culture/index.do?menu_id=00001926,-,-,2,작은,공립,2015,42970,1087106.13010536,1755244.42246348,2015,2015,29900,옥포(작),GH,5,대구광역시 달성군 옥포면 본리리 산35,옥포면작은도서관,옥포작은도서관,N,대구광역시,달성군,대구
